Name,ASIN,Region,Description,Breakdown,Price,Deal Price,You saved,Rating,Rating count,Availability,Hyperlink,Store
"Hemway Eco Friendly Ultra Sparkle Glitter 100g / 3.5oz - Biodegradable Vegan Cosmetic Safe for Craft Face Hair Nail and Festival Makeup - Fine (1/64"" 0.015"" 0.4mm) - Silver Holographic",B081VKK9D8,Italy,"Biodegradable - Produced from eco-friendly film derived from sustainable natural resources Multi-purpose Premium Glitter - Cosmetic Safe. Perfect for Art, Crafts, Cosmetics, Decor, Glass, Floristry, Body Art, Hair, Face, Makeup, Flowers, Beards, Cards & much more. Simply sprinkle onto solvent free glue and start sparkling Cosmetic Grade - Our glitter is put through rigorous quality control for extra safety and peace of mind 50+ High Sparkle Colours to choose from- You can still have variety whilst saving the planet! Our Eco range comes in 42 different colours and 5 different sizes Vegan and Animal Cruelty Free - Completely Vegan","Colore   Silver Holographic Marchio   Hemway Peso articolo   100 Grammi Numero di pezzi   1 Forma articolo   NO, Polvere, fiocchi",Pagina1di1,N/A,N/A,N/A,N/A,In stock,https://www.amazon.it/Hemway-USG-Glitter-ecologico-olografico/dp/B081VKK9D8/ref=sr_1_291?keywords=cosmetics&qid=1701830902&sr=8-291,Visita lo Store di Hemway
"Bomb Cosmetics - Confezione Regalo di Prodotti per il Bagno e il Corpo Fatti a Mano Glitter, 5 Pezzi, 420 grammi",B06Y681FDZ,Italy,"Scintilla e risplendi con questa collezione di cinque prodotti da bagno scintillanti; la confezione contiene 1 bomba da bagno effervescente, 2 pastiglie da bagno nutrienti e 2 saponette detergenti; pronta da regalare: avvolta in carta regalo con linee a zig zag rosa e bianche e legata con un nastro; prodotti orgogliosamente realizzati a mano, non testati sugli animali, con tanto amore","Marchio   Bomb Cosmetics Fragranza   Rosa Fascia d'età (descrizione)   Adulto Vantaggi del prodotto   Cura della pelle, Terapia muscolare Caratteristica del materiale   Biodegradabili","25,74",N/A,N/A,N/A,N/A,In stock,https://www.amazon.it/Bomb-Cosmetics-glitter-regalo-confezione/dp/B06Y681FDZ/ref=sr_1_292?keywords=cosmetics&qid=1701830902&sr=8-292,Marca: Bomb Cosmetics
"Neve Cosmetics tinta labbra Ruby Juice, leggera come acqua resistente come inchiostro | ""Euphoria""",B0CKZFRS1H,Italy,"Fucsia corallo acceso matte. Tinta Labbra a base di acqua, effetto semi-permanente. Leggero, resistente e sottile sulle labbra. Stratificabile a piacere per intensificare il colore.","Marchio   Neve Cosmetics Colore   Euphoria Tipo di pelle   Tutti i tipi di pelle Forma articolo   Liquido Vantaggi del prodotto   Lunga durata Copertura   Completa Tonalità della pelle   Tutte le tonalità di pelle Dimensioni articolo: LxPxA   20 x 20 x 90 mm Caratteristica speciale   Lunga durata, Asciugatura rapida, Altamente pigmentato, Resistente ai trasferimenti null   Tinta labbra","13,65",N/A,N/A,N/A,N/A,In stock,https://www.amazon.it/Neve-Cosmetics-resistente-inchiostro-Euphoria/dp/B0CKZFRS1H/ref=sr_1_293?keywords=cosmetics&qid=1701830902&sr=8-293,Marca: Neve Cosmetics
"Mulac Cosmetics SWEETING MASK Lip Mask Maschera Labbra Notte in grado di riparare, lenire e rigenerare le labbra VEGAN",B0C5W22HXS,Italy,"92% di ingredienti di origine naturale VEGAN FORMULA Burro di karitè, di cupuaçu e muru muru In grado di riparare, lenire e rigenerare le labbra","Marchio   Mulac Vantaggi del prodotto   Idratante,Nutrimento Caratteristica del materiale   Naturale,Vegan Numero di articoli   1 Conteggio unità   1.00 unità",Pagina1di1,N/A,N/A,N/A,N/A,In stock,https://www.amazon.it/Mulac-Cosmetics-SWEETING-Maschera-rigenerare/dp/B0C5W22HXS/ref=sr_1_294?keywords=cosmetics&qid=1701830902&sr=8-294,Marca: Mulac
"GYADA COSMETICS, Radiance Oily Skin Face Cream, Crema Viso Illuminante Pelli Grasse, Azione Normalizzante, Rigenerante, Antiossidante, Contrasta i Segni dell'Età, a Base di Vitamina C, 50 ml",B082N241D2,Italy,"CREMA VISO: Crema illuminante per pelli miste-grasse e con impurità. Svolge azione purificante, antibatterica, normalizzante, rigenerante, antiossidante. Protegge dallo stress ossidativo PROPRIETÀ: Contribuisce a trattare le iperpigmentazioni legate all’invecchiamento, le discromie cutanee, i segni d’espressione, l’eccesso di sebo. Stimola la produzione di collagene ed elastina INGREDIENTI: Contiene Vitamina C, Acido Mandelico, Acido Lattobionico, Acido Ferulico, Melograno, Bacche di Goji, Uva Ursina, Acido Glicerretico, Zantalene, Oligoelementi MODO D'USO: Applicare mattina e sera su viso pulito. Si consiglia l’uso in combinazione con i prodotti della Linea Radiance Vitamin C GYADA COSMETICS: Cosmetici di alta qualità, creati attraverso l’utilizzo di formulazioni esclusivamente naturali, a base di estratti vegetali e biologici","Marchio   GYADA COSMETICS Forma articolo   Crema Ingredienti attivi   vitamina c Conteggio unità   50.0 millilitro Numero di articoli   1 Da utilizzare per   Faccia Tipo di pelle   Grassa, Mista Ingredienti speciali   Vitamina C Volume articolo   50 Millilitri Vantaggi del prodotto   Illuminante","29,90","29,90","26,91€",N/A,N/A,In stock,https://www.amazon.it/GYADA-COSMETICS-Illuminante-Normalizzante-Antiossidante/dp/B082N241D2/ref=sr_1_295?keywords=cosmetics&qid=1701830902&sr=8-295,Visita lo Store di GYADA COSMETICS
Nabla Denude Eye Brush Set - 200 g,B08379RQ8J,Italy,"Un set di sei pennelli per occhi e sopracciglia Fibre morbide, sintetiche e 100% cruelty free Pennelli custoditi in una preziosa mini bag in rete metallizzata Aiuta a creare qualsiasi tipo di look per occhi e sopracciglia Unità: 6.0","Marchio   Nabla Usi consigliati per il prodotto   Eyeliner,Sfumare Colore   Denude Materiale   Metallo Forma articolo   Scovolino","29,00",N/A,N/A,N/A,N/A,In stock,https://www.amazon.it/Nabla-set-pennelli-denudeeye-brush/dp/B08379RQ8J/ref=sr_1_296?keywords=cosmetics&qid=1701830902&sr=8-296,Marca: Nabla
Profusion Cosmetics Ametista Gems - Palette di ombretti glitterati con 5 tonalità,B08PCQ8NSW,Italy,"Una palette di ombretti glitterati pressati con 5 tonalità abbaglianti Formula ricca di pigmenti con primer integrato per ombretto che dura a lungo Una texture liscia consente un'applicazione impeccabile e facile Aiuta a creare look glamour perfetti per ogni occasione Regalo perfetto per San Valentino, Natale o anniversario",Colore   Gemme di ametista Marchio   Profusion Cosmetics Forma articolo   Pastello Vantaggi del prodotto   Liscia Numero di articoli   1 Conteggio unità   1 unità Peso articolo   42 Grammi Dimensioni articolo: LxPxA   15 x 4 x 1 cm Informazioni pacco   Palette Tipo di pacco   Palette,"12,70",N/A,N/A,N/A,N/A,In stock,https://www.amazon.it/Profusion-Cosmetics-Ametista-tonalit%C3%A0-tavolozza/dp/B08PCQ8NSW/ref=sr_1_297?keywords=cosmetics&qid=1701830902&sr=8-297,Visita lo Store di Profusion Cosmetics
Gel per capelli Eco Cosmetics,B001AQUY40,Italy,gel per capelli per tutti i tipi di capelli Certificato Ecocert,Vantaggi del prodotto   Lisci Tipo di capelli   Tutti i tipi di capelli Fragranza   Kiwi Volume liquido   125 Millilitri Forma articolo   Gel Marchio   Eco Cosmetics Numero di articoli   1 Conteggio unità   125.0 millilitro Volume articolo   130 Millilitri,"10,68","10,68","10,15€",N/A,N/A,In stock,https://www.amazon.it/Eco-Cosmetics-gel-per-capelli/dp/B001AQUY40/ref=sr_1_298?keywords=cosmetics&qid=1701830902&sr=8-298,Marca: Eco Cosmetics
"Bomb Cosmetics - Confezione Regalo di Prodotti per il Bagno e il Corpo Ice Cream Queen, 5 Pezzi, 620 grammi",B01D1HFUSK,Italy,"Una collezione di deliziosi prodotti ispirati ai nostri dolcetti preferiti, così sarai sicuro che avrai un profumo così buono da mangiare! La confezione contiene 1 bomba da bagno effervescente, 2 pastiglie da bagno effervescenti nutrienti, 1 saponetta detergente, 1 bagnoschiuma; pronta da regalare incartata con una carta con deliziosi lecca-lecca stampati e legata con un dolce nastro giallo di percalle; prodotti orgogliosamente realizzati a mano, non testati sugli animali e con tanto amore","Marchio   Bomb Cosmetics Fragranza   Cocco, Vaniglia, Legno di sandalo, Geranio Fascia d'età (descrizione)   Adulto Usi consigliati per il prodotto   Body Conteggio unità   1 unità","26,75",N/A,N/A,N/A,N/A,In stock,https://www.amazon.it/Bomb-Cosmetics-Handmade-Cream-Queen/dp/B01D1HFUSK/ref=sr_1_299?keywords=cosmetics&qid=1701830902&sr=8-299,Marca: Bomb Cosmetics
TINTARK Palette Ombretti 14 Colori Glitter Shimmer Metallic Occhi Ombretto Altamente Pigmentato Galaxy Eye Make up Blu Trucchi Palettes (Galactic Assemble),N/A,Italy,"Palette di ombretti: 30 colorati arcobaleno include 11 matte setosi, 5 glitter, 10 metallic, 2 glitter stellati, 2 sparkle. Incantevoli colori dell'arcobaleno! Palline luccicanti piene di divertimento! Questo ombretto a 30 colori ha un sacco di speciali palline effetto perlato, puoi combinare i colori come preferisci per rendere il tuo processo di trucco pieno di gioia. Facile da usare: fintanto che hai questa palette di ombretti con uno specchio quando esci, puoi applicare il trucco in qualsiasi momento senza cercare uno specchio aggiuntivo. Lunga durata e impermeabile: la formula impermeabile a lunga durata dell'ombretto mantiene il tuo ombretto perfetto per lungo tempo. Regalati un'esperienza confortevole. Sicuro, pulito e salutare: senza talco, cruelty-free, vegano, senza test sugli animali e senza ingredienti di origine animale, senza olio minerale, tutti i coloranti approvati da USA e EURO e imballaggi ecologici.","Colore   Galactic Assemble Marchio   Tintark Forma articolo   Polvere Caratteristica speciale   Impermeabile,Lunga Durata Vantaggi del prodotto   Setosi Numero di articoli   1 Conteggio unità   36.0 grammo Dimensioni articolo: LxPxA   18 x 17 x 3,7 cm Informazioni pacco   Palette Tipo di pacco   Scatola","25,99","25,99","23,99€",N/A,N/A,In stock,https://www.amazon.it/sspa/click?ie=UTF8&spc=MToyMDI2OTkyNzE5NzY4NzA0OjE3MDE4MzA5MDI6c3BfYnRmOjMwMDA0NjUwMDg0MTkzMjo6MDo6&url=%2FOmbretti-Metallic-Altamente-Pigmentato-Space-like%2Fdp%2FB0BPGK16ZB%2Fref%3Dsr_1_300_sspa%3Fkeywords%3Dcosmetics%26qid%3D1701830902%26sr%3D8-300-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Visita lo Store di Tintark
"KORFF Cure Make Up Base Levigante, Primer Make Up con Acido Ialuronico",N/A,Italy,,"Marchio   Korff Vantaggi del prodotto     Corregge i rossori e le discromie cutanee; Uniforma l’incarnato, rendendo meno visibili le imperfezioni; Facilita la stesura del fondotinta, migliorandone la tenuta.   Mostra altro Forma articolo   Crema Tipo di pelle   Tutti i tipi di pelle Volume articolo   30 Millilitri Numero di articoli   1 Conteggio unità   30.0 grammo Peso articolo   100 Grammi","22,30",N/A,N/A,N/A,N/A,In stock,https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo4Nzg5MjI1NzgyODgxNzA0OjE3MDE4MzA5MDI6c3BfYXRmX25leHQ6MjAwNDkwMTM4Mzg0MDE6OjA6Og&url=%2FKorff-Anti-Rossore-Ialuronico-Levigata-lincarnato%2Fdp%2FB07TX6WLTF%2Fref%3Dsr_1_289_sspa%3Fkeywords%3Dcosmetics%26qid%3D1701830902%26sr%3D8-289-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,N/A
"It Cosmetics Your Skin But Better CC - crema con SPF 50+, abbronzatura media",N/A,Italy,"Colore: Medium – Tan # 1 best-seller, premiato formula. Griglie color-correcting crema, anti-invecchiamento cura della pelle e SPF 50 + UVA/UVB ad ampio spettro Physical crema solare per la pelle, ma migliore Anti-aging peptidi, collagene idrolizzato, vitamine E antiossidanti",Marchio   IT Cosmetics Fragranza   Shea Butter Forma articolo   Crema Ingredienti attivi   peptidi Conteggio unità   12 millilitro Numero di articoli   1 Da utilizzare per   Faccia Tipo di pelle   Tutti i tipi di pelle Ingredienti speciali   Hyaluronic acid Volume articolo   32 Millilitri,"59,00",N/A,N/A,N/A,N/A,In stock,https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo4Nzg5MjI1NzgyODgxNzA0OjE3MDE4MzA5MDI6c3BfYXRmX25leHQ6MjAxMTg4OTA3Njk4OTg6OjA6Og&url=%2FCosmetics-your-Better-Cream-Medium%2Fdp%2FB071CMS2BD%2Fref%3Dsr_1_290_sspa%3Fkeywords%3Dcosmetics%26qid%3D1701830902%26sr%3D8-290-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA2WS6U4W1X5MB6,Marca: IT Cosmetics
"Freshly Cosmetics - Olio Corpo Nutriente 100% Naturale Golden Radiance Body Oil, 100ml",N/A,Italy,Nutre la pelle in profondità. Aumenta l’elasticità stimolando la sintesi del collagene Previene e migliora l’aspetto di cicatrici e smagliature. Protegge la pelle dal fotoinvecchiamento Texture vellutata che non unge e si assorbe in fretta 100% d’ingredienti naturali Non contiene oli sintetici né siliconi,"Marchio   Freshly Cosmetics Fragranza   Bergamotto Forma articolo   Olio Ingredienti attivi     Astaxantina, olio di marula, olio di semi di chia, olio di rosa mosqueta, olio di jojoba bio, olio di babassu bio, olio di macadamia, olio di nocciola bio, olio di avocado, olio di papavero bio...   Mostra altro Conteggio unità   100.0 millilitro Numero di articoli   1 Da utilizzare per   Corpo Tipo di pelle   Tutti i tipi di pelle Volume articolo   100 Millilitri Fascia d'età (descrizione)   Adultos","26,95","26,95","25,60€",N/A,N/A,In stock,https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo4Nzg5MjI1NzgyODgxNzA0OjE3MDE4MzA5MDI6c3BfYXRmX25leHQ6MjAxMTY5MjYxMzI1OTg6OjA6Og&url=%2FFreshly-Cosmetics-Nutriente-Naturale-Radiance%2Fdp%2FB0B8SSHSVJ%2Fref%3Dsr_1_291_sspa%3Fkeywords%3Dcosmetics%26qid%3D1701830902%26sr%3D8-291-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Marca: Freshly Cosmetics
"Freshly Cosmetics - Olio Corpo Nutriente 100% Naturale Golden Radiance Body Oil, 200 ml",N/A,Italy,Nutre la pelle in profondità. Aumenta l’elasticità stimolando la sintesi del collagene Previene e migliora l’aspetto di cicatrici e smagliature. Protegge la pelle dal fotoinvecchiamento Texture vellutata che non unge e si assorbe in fretta 100% d’ingredienti naturali Non contiene oli sintetici né siliconi,"Marchio   Freshly Cosmetics Fragranza   Bergamotto Forma articolo   Olio Ingredienti attivi     Astaxantina, olio di marula, olio di semi di chia, olio di rosa mosqueta, olio di jojoba bio, olio di babassu bio, olio di macadamia, olio di nocciola bio, olio di avocado, olio di papavero bio...   Mostra altro Conteggio unità   200.0 millilitro Numero di articoli   1 Da utilizzare per   Corpo Tipo di pelle   Tutti i tipi di pelle Volume articolo   200 Millilitri Fascia d'età (descrizione)   Adultos","47,95",N/A,N/A,N/A,N/A,In stock,https://www.amazon.it/sspa/click?ie=UTF8&spc=MTo4Nzg5MjI1NzgyODgxNzA0OjE3MDE4MzA5MDI6c3BfYXRmX25leHQ6MjAxMTY5MjYxMzI2OTg6OjA6Og&url=%2FFreshly-Cosmetics-Nutriente-Naturale-Radiance%2Fdp%2FB0B8ST6PVM%2Fref%3Dsr_1_292_sspa%3Fkeywords%3Dcosmetics%26qid%3D1701830902%26sr%3D8-292-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Marca: Freshly Cosmetics
"GYADA COSMETICS, Radiance Oily Skin Face Cream, Crema Viso Illuminante Pelli Grasse, Azione Normalizzante, Rigenerante, Antiossidante, Contrasta i Segni dell'Età, a Base di Vitamina C, 50 ml",B082N241D2,Italy,"CREMA VISO: Crema illuminante per pelli miste-grasse e con impurità. Svolge azione purificante, antibatterica, normalizzante, rigenerante, antiossidante. Protegge dallo stress ossidativo PROPRIETÀ: Contribuisce a trattare le iperpigmentazioni legate all’invecchiamento, le discromie cutanee, i segni d’espressione, l’eccesso di sebo. Stimola la produzione di collagene ed elastina INGREDIENTI: Contiene Vitamina C, Acido Mandelico, Acido Lattobionico, Acido Ferulico, Melograno, Bacche di Goji, Uva Ursina, Acido Glicerretico, Zantalene, Oligoelementi MODO D'USO: Applicare mattina e sera su viso pulito. Si consiglia l’uso in combinazione con i prodotti della Linea Radiance Vitamin C GYADA COSMETICS: Cosmetici di alta qualità, creati attraverso l’utilizzo di formulazioni esclusivamente naturali, a base di estratti vegetali e biologici","Marchio   GYADA COSMETICS Forma articolo   Crema Ingredienti attivi   vitamina c Conteggio unità   50.0 millilitro Numero di articoli   1 Da utilizzare per   Faccia Tipo di pelle   Grassa, Mista Ingredienti speciali   Vitamina C Volume articolo   50 Millilitri Vantaggi del prodotto   Illuminante","29,90","29,90","26,91€",N/A,N/A,In stock,https://www.amazon.it/GYADA-COSMETICS-Illuminante-Normalizzante-Antiossidante/dp/B082N241D2/ref=sr_1_293?keywords=cosmetics&qid=1701830902&sr=8-293,Visita lo Store di GYADA COSMETICS
Nabla Denude Eye Brush Set - 200 g,B08379RQ8J,Italy,"Un set di sei pennelli per occhi e sopracciglia Fibre morbide, sintetiche e 100% cruelty free Pennelli custoditi in una preziosa mini bag in rete metallizzata Aiuta a creare qualsiasi tipo di look per occhi e sopracciglia Unità: 6.0","Marchio   Nabla Usi consigliati per il prodotto   Eyeliner,Sfumare Colore   Denude Materiale   Metallo Forma articolo   Scovolino","29,00",N/A,N/A,N/A,N/A,In stock,https://www.amazon.it/Nabla-set-pennelli-denudeeye-brush/dp/B08379RQ8J/ref=sr_1_294?keywords=cosmetics&qid=1701830902&sr=8-294,Marca: Nabla
Profusion Cosmetics Ametista Gems - Palette di ombretti glitterati con 5 tonalità,B08PCQ8NSW,Italy,"Una palette di ombretti glitterati pressati con 5 tonalità abbaglianti Formula ricca di pigmenti con primer integrato per ombretto che dura a lungo Una texture liscia consente un'applicazione impeccabile e facile Aiuta a creare look glamour perfetti per ogni occasione Regalo perfetto per San Valentino, Natale o anniversario",Colore   Gemme di ametista Marchio   Profusion Cosmetics Forma articolo   Pastello Vantaggi del prodotto   Liscia Numero di articoli   1 Conteggio unità   1 unità Peso articolo   42 Grammi Dimensioni articolo: LxPxA   15 x 4 x 1 cm Informazioni pacco   Palette Tipo di pacco   Palette,"12,70",N/A,N/A,N/A,N/A,In stock,https://www.amazon.it/Profusion-Cosmetics-Ametista-tonalit%C3%A0-tavolozza/dp/B08PCQ8NSW/ref=sr_1_295?keywords=cosmetics&qid=1701830902&sr=8-295,Visita lo Store di Profusion Cosmetics
